Tình trạng,Hãng,Bộ vi xử lý,RAM,Ổ cứng,Loại ổ cứng,Card màn hình,Kích cỡ màn hình,Chính sách bảo hành,Xuất xứ,Giá
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,4-6 tháng,Đang cập nhật,12.900.000 đ
Mới,HP,Intel Core i7,8 GB,1 TB,,NVIDIA,17 - 18.9 inch,3 tháng,Đang cập nhật,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,4 GB,1 TB,,,,Bảo hành hãng,Đang cập nhật,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i3,4 GB,256 GB,,NVIDIA,13 - 14.9 inch,3 tháng,Việt Nam,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,500 GB,,Khác,15 - 16.9 inch,Còn bảo hành,Việt Nam,1.010.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,128 GB,,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,4.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,NVIDIA,13 - 14.9 inch,2 tháng,Đang cập nhật,6.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,3.850.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,4 GB,128 GB,,Khác,13 - 14.9 inch,1 tháng,Nước khác,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,9.999.000 đ
Đã sử dụng (qua sửa chữa),Apple,,8 GB,128 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,5.200.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đài Loan,12.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,4-6 tháng,Đang cập nhật,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,256 GB,,Khác,13 - 14.9 inch,3 tháng,Nhật Bản,6.999.999 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,4 GB,480 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Việt Nam,1.500.000 đ
Mới,MSI,Intel Core i7,32 GB,1 TB,,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,23.800.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,,,,,,,Bảo hành hãng,Đang cập nhật,999.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,8 GB,256 GB,,Khác,13 - 14.9 inch,Còn bảo hành,Việt Nam,21.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Celeron,4 GB,< 128 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,16 GB,256 GB,,,,Bảo hành hãng,Việt Nam,8.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,15 - 16.9 inch,3 tháng,Đang cập nhật,5.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,500 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,1.600.000 đ
Mới,Dell,Intel Core i7,8 GB,512 GB,,NVIDIA,15 - 16.9 inch,>12 tháng,Mỹ,7.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,,,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,1 TB,,Onboard,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,10.999.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,128 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,8.300.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,8.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,256 GB,,Onboard,15 - 16.9 inch,1 tháng,Đang cập nhật,6.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,5.495.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Mỹ,27.999.999 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,128 GB,,Onboard,11 - 12.9 inch,3 tháng,Mỹ,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,4 GB,128 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,1.700.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,31.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Nhật Bản,9.299.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,1 TB,,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,4.300.000 đ
Mới,Dell,Intel Core i9,32 GB,512 GB,,NVIDIA,15 - 16.9 inch,7-12 tháng,Mỹ,21.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Mỹ,23.999.999 đ
Mới,Asus,Intel Core i5,16 GB,512 GB,,Onboard,13 - 14.9 inch,7-12 tháng,Trung Quốc,15.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,8 GB,256 GB,,,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,6.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,16.999.999 đ
Đã sử dụng (chưa sửa chữa),Samsung,AMD,4 GB,500 GB,,,,Bảo hành hãng,Đang cập nhật,1.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,,13 - 14.9 inch,1 tháng,Việt Nam,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,16.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,21.200.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i5,8 GB,500 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Nước khác,4.500.000 đ
Mới,Lenovo,Intel Core i9,16 GB,1 TB,,NVIDIA,15 - 16.9 inch,>12 tháng,Trung Quốc,45.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,23.999.999 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,4 GB,256 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,2.100.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Intel Core i3,8 GB,128 GB,,Onboard,15 - 16.9 inch,Còn bảo hành,Nhật Bản,2.350.000 đ
Mới,Lenovo,Intel Core i7,16 GB,512 GB,,NVIDIA,13 - 14.9 inch,>12 tháng,Trung Quốc,32.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i3,4 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Nhật Bản,3.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,128 GB,,Onboard,11 - 12.9 inch,Bảo hành hãng,Mỹ,3.200.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i5,8 GB,256 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,4.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,2 GB,< 128 GB,,Khác,15 - 16.9 inch,Hết bảo hành,Nước khác,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,,4 GB,256 GB,,,,Bảo hành hãng,Đang cập nhật,4.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,7-12 tháng,Đang cập nhật,42.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,128 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,1.450.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,13.700.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,10.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Khác,> 32GB,> 1 TB,,Khác,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,300.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,640 GB,,Khác,15 - 16.9 inch,Hết bảo hành,Mỹ,8.000.000 đ
Mới,Asus,Intel Core i5,8 GB,512 GB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Việt Nam,14.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core 2 Duo,2 GB,> 1 TB,,NVIDIA,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,800.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,,,Khác,11 - 12.9 inch,Hết bảo hành,Nhật Bản,4.550.000 đ
Mới,Asus,Intel Core i5,16 GB,512 GB,,,13 - 14.9 inch,Bảo hành hãng,Việt Nam,13.190.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i3,4 GB,500 GB,,,,Bảo hành hãng,Đang cập nhật,1.000.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,,,,,,,Bảo hành hãng,Đang cập nhật,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,> 1 TB,,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,5.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,512 GB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Việt Nam,15.900.000 đ
Đã sử dụng (qua sửa chữa),Apple,Intel Core i5,8 GB,256 GB,,Khác,15 - 16.9 inch,Hết bảo hành,Mỹ,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,11.500.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i5,8 GB,128 GB,,Onboard,11 - 12.9 inch,Bảo hành hãng,Nước khác,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,256 GB,,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Intel Core 2 Duo,2 GB,128 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,800.000 đ
Mới,HP,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i3,8 GB,500 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,1.500.000 đ
Mới,Dell,Intel Xeon,> 32GB,1 TB,,NVIDIA,17 - 18.9 inch,7-12 tháng,Mỹ,35.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,500 GB,,AMD,15 - 16.9 inch,Bảo hành hãng,Mỹ,5.500.000 đ
Mới,Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,5.900.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i3,8 GB,500 GB,,NVIDIA,15 - 16.9 inch,1 tháng,Đang cập nhật,2.700.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,,,Bảo hành hãng,Đang cập nhật,6.950.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,16 GB,256 GB,,,13 - 14.9 inch,Bảo hành hãng,Mỹ,8.990.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,4-6 tháng,Đang cập nhật,20.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,,,,,Bảo hành hãng,Đang cập nhật,7.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,500 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,4.900.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i3,4 GB,128 GB,,,,Bảo hành hãng,Đang cập nhật,3.450.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,,,,,,Bảo hành hãng,Đang cập nhật,4.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i7,16 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,9.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,128 GB,,Khác,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,4.800.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,13.800.000 đ
Mới,Dell,Intel Core i7,8 GB,256 GB,,Onboard,11 - 12.9 inch,Còn bảo hành,Mỹ,4.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,5.500.000 đ
Mới,HP,Intel Core i3,8 GB,256 GB,,,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,8.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,,,Bảo hành hãng,Đang cập nhật,6.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Còn bảo hành,Đang cập nhật,21.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i7,16 GB,512 GB,,,,Bảo hành hãng,Việt Nam,20.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,4 GB,250 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,4.490.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,,,,,,,Bảo hành hãng,Đang cập nhật,3.500.000 đ
Mới,Dell,Intel Core i7,32 GB,256 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,6.000.000 đ
Mới,Asus,Intel Core i9,16 GB,1 TB,,NVIDIA,15 - 16.9 inch,7-12 tháng,Mỹ,47.900.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,,,,,,,Bảo hành hãng,Đang cập nhật,2.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,6.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,8.700.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,16 GB,512 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Nước khác,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Celeron,6 GB,128 GB,,,9 - 10.9 inch,Bảo hành hãng,Trung Quốc,2.300.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,4 GB,500 GB,,Khác,15 - 16.9 inch,Hết bảo hành,Nhật Bản,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,4 GB,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,2.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i3,4 GB,500 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Nhật Bản,1.600.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,256 GB,,NVIDIA,13 - 14.9 inch,Hết bảo hành,Mỹ,9.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,15 - 16.9 inch,3 tháng,Mỹ,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Intel Core i3,6 GB,< 128 GB,,Onboard,13 - 14.9 inch,1 tháng,Việt Nam,1.400.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,4 GB,,,,,Bảo hành hãng,Đang cập nhật,2.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,21.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,16 GB,500 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Nước khác,8.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,128 GB,,Onboard,11 - 12.9 inch,1 tháng,Mỹ,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,6.000.000 đ
Đã sử dụng (qua sửa chữa),Acer,Intel Core i3,4 GB,256 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Việt Nam,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,,,,,,,Bảo hành hãng,Đang cập nhật,6.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,,,,,,,Bảo hành hãng,Đang cập nhật,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,AMD,> 32GB,640 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Mỹ,1.000.000 đ
Mới,HP,Intel Core i3,8 GB,128 GB,,Onboard,15 - 16.9 inch,3 tháng,Nhật Bản,3.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Khác,11 - 12.9 inch,2 tháng,Đang cập nhật,4.000.000 đ
Đã sử dụng (chưa sửa chữa),MSI,Intel Core i5,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Trung Quốc,13.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,NVIDIA,15 - 16.9 inch,7-12 tháng,Đang cập nhật,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,128 GB,,Onboard,15 - 16.9 inch,Bảo hành hãng,Trung Quốc,2.700.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Khác,8 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Mỹ,6.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,,,Bảo hành hãng,Đang cập nhật,5.700.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Intel Core i7,8 GB,128 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Nhật Bản,2.600.000 đ
Đã sử dụng (chưa sửa chữa),Sony,Intel Core i7,4 GB,128 GB,,NVIDIA,17 - 18.9 inch,Bảo hành hãng,Đang cập nhật,2.300.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,16 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,8.300.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,11 - 12.9 inch,4-6 tháng,Nhật Bản,4.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,9.000.000 đ
Đã sử dụng (chưa sửa chữa),Sony,Intel Core i3,4 GB,500 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Nhật Bản,999.999 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,2.600.000 đ
Đã sử dụng (chưa sửa chữa),HP,AMD,4 GB,250 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,450.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,8 GB,256 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,14.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i9,32 GB,1 TB,,NVIDIA,15 - 16.9 inch,4-6 tháng,Đang cập nhật,29.700.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,4 GB,128 GB,,,,Bảo hành hãng,Đang cập nhật,2.100.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,,,,,,,Bảo hành hãng,Đang cập nhật,2.000.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i7,8 GB,,,NVIDIA,17 - 18.9 inch,Bảo hành hãng,Đang cập nhật,8.900.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i5,4 GB,,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,4.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,>12 tháng,Mỹ,14.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,11.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,,,,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,512 GB,,Onboard,13 - 14.9 inch,4-6 tháng,Đang cập nhật,9.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,16 GB,512 GB,,,,Bảo hành hãng,Đang cập nhật,24.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Ryzen 3,8 GB,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Nước khác,5.200.000 đ
Đã sử dụng (chưa sửa chữa),Asus,,,,,,,Bảo hành hãng,Đang cập nhật,14.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,9.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,11.300.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,8 GB,256 GB,,Khác,15 - 16.9 inch,4-6 tháng,Mỹ,23.500.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i3,4 GB,128 GB,,Onboard,9 - 10.9 inch,Hết bảo hành,Việt Nam,3.300.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Ryzen 7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,10.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Khác,32 GB,500 GB,,Khác,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,12.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,15.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Atom,2 GB,< 128 GB,,Onboard,19 - 20.9 inch,Hết bảo hành,Mỹ,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i9,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,18.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,16 GB,512 GB,,Khác,13 - 14.9 inch,4-6 tháng,Đang cập nhật,21.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,11 - 12.9 inch,3 tháng,Mỹ,4.800.000 đ
Mới,Dell,Intel Core i7,32 GB,1 TB,,Onboard,13 - 14.9 inch,7-12 tháng,Mỹ,25.990.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,4 GB,128 GB,,Onboard,13 - 14.9 inch,1 tháng,Nhật Bản,3.350.000 đ
Đã sử dụng (chưa sửa chữa),HP,Ryzen 5,32 GB,512 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Việt Nam,13.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,AMD,8 GB,256 GB,,Onboard,13 - 14.9 inch,7-12 tháng,Việt Nam,6.999.999 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,8.700.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i3,8 GB,256 GB,,Khác,13 - 14.9 inch,4-6 tháng,Mỹ,12.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,128 GB,,AMD,13 - 14.9 inch,Hết bảo hành,Nước khác,4.150.000 đ
Đã sử dụng (qua sửa chữa),Apple,Intel Core i5,8 GB,250 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,1.500.000 đ
Mới,Dell,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,7-12 tháng,Mỹ,23.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Việt Nam,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Mỹ,7.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,512 GB,,Onboard,17 - 18.9 inch,3 tháng,Việt Nam,8.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,11.300.000 đ
